Case ID;Actual;Prefix Length;Prediction;"Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
951;1;1;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1016;0;1;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1019;0;1;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1027;0;1;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1057;1;1;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1085;1;1;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1097;1;1;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1108;0;1;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1000_3;0;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1001_12;0;12;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1002_13;1;13;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1003_10;0;10;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1009_14;0;14;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1009_2;0;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1013_4;1;4;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1014_11;1;11;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1017_4;1;4;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1018_11;0;11;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1019_11;0;11;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1019_13;0;13;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1019_2;0;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1020_10;1;10;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1025_10;0;10;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1028_10;1;10;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1028_12;1;12;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1030_10;1;10;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1033_11;0;11;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1033_5;0;5;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1033_9;0;9;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1034_8;0;8;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1038_12;0;12;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1038_6;0;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1042_12;1;12;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1042_14;1;14;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1043_5;1;5;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1048_14;0;14;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1050_6;1;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1052_13;1;13;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1053_5;0;5;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1055_14;1;14;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1056_8;0;8;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1056_9;0;9;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1057_14;1;14;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1062_10;1;10;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1063_5;1;5;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1066_12;1;12;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1066_13;1;13;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1072_4;1;4;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1074_10;0;10;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1079_6;0;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1081_9;1;9;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1084_7;0;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1091_4;1;4;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1093_8;1;8;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1096_10;0;10;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1099_3;0;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1103_2;0;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1104_8;1;8;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1105_7;0;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1106_5;0;5;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1110_4;0;4;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1111_6;0;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1112_5;1;5;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1113_9;1;9;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1119_9;1;9;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1120_7;1;7;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1121_5;1;5;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1126_8;1;8;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1128_12;0;12;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1130_2;1;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1132_14;1;14;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1138_8;0;8;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
1141_5;0;5;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
913_8;1;8;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
915_2;1;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
916_14;0;14;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
917_7;1;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
921_4;0;4;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
921_9;0;9;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
924_4;0;4;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
928_13;0;13;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
928_14;0;14;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
928_9;0;9;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
929_11;1;11;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
929_7;1;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
931_2;0;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
935_6;0;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
938_2;1;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
948_11;0;11;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
951_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
952_13;0;13;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
956_2;1;2;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
957_9;1;9;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
960_11;1;11;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
963_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
967_8;0;8;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
969_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
973_3;0;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
973_7;0;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
974_3;0;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
974_4;0;4;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
976_7;0;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
977_6;1;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
982_11;1;11;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
982_13;1;13;1;"0.9963262307127112;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
982_6;1;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
984_3;1;3;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
987_12;1;12;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
987_6;1;6;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
988_12;0;12;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
988_13;0;13;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
998_7;1;7;0;"0.5718333805610655;1.0;1.0;1.0";1.0;1.0;-1.0;permutation
