Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
AAA_3;1;3;1;0.8810040700000117;1.0;1.0;1.0;0.7864462809917355;0.969710545926578;0.969710545926578;;1.0;1.0;1.0;1.0;1.0;0.754736441899203;0.7578585524624487;-0.7578482693729772;permutation
ABA_5;0;5;0;0.997787310812686;1.0;1.0;1.0;0.8070100752093089;0.9322309415673832;0.9322309415673832;1.0;1.0;1.0;1.0;1.0;1.0;0.7884511479027315;0.7923687823976763;-0.7923687823976763;permutation
AF_4;1;4;1;0.9926443652246496;1.0;1.0;1.0;0.8275643463927983;0.9809922352286004;0.9809922352286004;;1.0;1.0;;1.0;1.0;0.7291820881186891;0.7366912951005464;-0.7366713037491337;permutation
AIA_8;1;8;1;0.7912323065446446;1.0;1.0;1.0;0.7894694790667945;0.9696378043212016;0.9696378043212016;;1.0;1.0;1.0;1.0;1.0;0.7699072413650171;0.7715291433481787;-0.7715291433481787;permutation
ALA;0;1;0;0.9641618897333712;1.0;1.0;1.0;0.8666593133199747;0.9710768049835296;0.9710768049835296;1.0;1.0;1.0;1.0;1.0;1.0;0.7856761568021458;0.8002040513875658;-0.8002040513875658;permutation
AMA_7;0;7;1;0.6817457736527311;1.0;1.0;1.0;0.8241156333206543;0.9690566145498354;0.9690566145498354;;1.0;1.0;1.0;1.0;1.0;0.8040129948578283;0.8011507878088688;-0.8011399178937652;permutation
BDA_10;0;10;0;0.9999958285674414;1.0;1.0;1.0;0.8219677796589461;0.8267913691958307;0.8267913691958307;1.0;1.0;1.0;;1.0;1.0;0.7980872781829803;0.7964600781457984;-0.7964004502274562;permutation
BT_8;0;8;0;0.999348601098996;1.0;1.0;1.0;0.8004858211195721;0.9381987610052542;0.9381987610052542;1.0;1.0;1.0;1.0;1.0;1.0;0.79550824189947;0.795910725982304;-0.14836607711940933;permutation
CB_14;0;14;0;0.9353537849723336;1.0;1.0;1.0;0.8416643652766271;0.9728737938958072;0.9728737938958072;1.0;1.0;1.0;1.0;1.0;1.0;0.8061458521109164;0.80485087634563;-0.14836607711940933;permutation
CC_7;1;7;1;0.8949801972709378;1.0;1.0;1.0;0.8319839568812453;0.8041546467075911;0.8041546467075911;;1.0;1.0;1.0;1.0;1.0;0.7484586291001708;0.7529850072179081;-0.7529850072179081;permutation
CF_12;1;12;1;0.8345306221060406;1.0;1.0;1.0;0.8499917274849716;0.9758839237112398;0.9758839237112398;;1.0;1.0;1.0;1.0;1.0;0.7624424077835151;0.7586644764482309;;permutation
CF_2;1;2;1;0.8174498511077065;1.0;1.0;1.0;0.8667873839816594;0.9790303079358148;0.9790303079358148;;1.0;1.0;1.0;1.0;1.0;0.7735423721858585;0.7776232414514261;-0.7776232414514261;permutation
CNA_2;1;2;1;0.6920286794865455;1.0;1.0;1.0;0.8225998807394156;0.9781127123229452;0.9781127123229452;;1.0;1.0;1.0;1.0;1.0;0.8047746249650014;0.809737065788438;;permutation
CU;1;1;0;0.9722290020722332;1.0;1.0;1.0;0.8036754871287245;0.9515125265672234;0.9515125265672234;1.0;1.0;1.0;1.0;1.0;1.0;0.7865787584219044;0.7931299385164817;-0.7931299385164817;permutation
DJ_6;0;6;1;0.7490587594705453;1.0;1.0;1.0;0.8415849971673788;0.9215949616997404;0.9215949616997404;;1.0;1.0;1.0;1.0;1.0;0.7743041344487646;0.7766438328276898;-0.7766438328276898;permutation
DO_9;1;9;1;0.724344826607586;1.0;1.0;1.0;0.8237086006870179;0.975602921711256;0.975602921711256;;1.0;1.0;1.0;1.0;1.0;0.7829117878639209;0.7786570616653699;-0.7786570616653699;permutation
EHA_8;0;8;1;0.6827976165744171;1.0;1.0;1.0;0.8306176930866243;0.9722178499436795;0.9722178499436795;;1.0;1.0;1.0;1.0;1.0;0.7976467066478102;0.7985172920911313;-0.7985172920911313;permutation
EO_8;0;8;0;0.9999857864480932;1.0;1.0;1.0;0.8213867835771356;0.9790923487831942;0.9790923487831942;1.0;1.0;1.0;;1.0;1.0;0.7956714788848119;0.7950185309434443;-0.7950185309434443;permutation
EQ_2;1;2;1;0.7943171200940912;1.0;1.0;1.0;0.7902960526315789;0.9779735953699756;0.9779735953699756;;1.0;1.0;1.0;1.0;1.0;0.7748358899866478;0.7804950024947144;;permutation
EQ_8;1;8;1;0.7554677633462884;1.0;1.0;1.0;0.8501377410468319;0.972762673112602;0.972762673112602;;1.0;1.0;1.0;1.0;1.0;0.7807247020932573;0.7802999960984507;-0.7802894093715966;permutation
FCA_7;0;7;1;0.6659268054694919;1.0;1.0;1.0;0.7072359043280447;0.9712727603649296;0.9712727603649296;;1.0;1.0;1.0;1.0;1.0;0.8133716562177967;0.8142966532513254;;permutation
FDA_10;1;10;1;0.6566091784308452;1.0;1.0;1.0;0.7673727363987639;0.9223186246812975;0.9223186246812975;;1.0;1.0;1.0;1.0;1.0;0.8101613723955504;0.8071687349341342;-0.8071687349341342;permutation
FK_14;0;14;0;0.574977332440368;1.0;1.0;1.0;0.7952903398447952;0.9169987233871456;0.9169987233871456;1.0;1.0;1.0;1.0;1.0;1.0;0.883761814182101;0.8782965996320311;;permutation
