Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
205433;0;1;0;0.6197286012534707;1.0;0.9999862434924158;0.9999862434924158;1.0;0.9989442032365441;0.9989442032365441;;1.0;1.0;;1.0;1.0;0.5791982057751612;0.5791982057751612;-0.5791982057751612;baseline_max
206880;0;1;0;0.6246223650243334;1.0;0.9999858368892004;0.9999858368892004;1.0;0.9990648745468936;0.9990648745468936;;1.0;1.0;;1.0;1.0;0.6246145220072891;0.6246145220072891;-0.6246145220072891;baseline_max
207014;1;1;0;0.6231606925500667;1.0;0.9999898519854812;0.9999898519854812;1.0;0.9987445166964944;0.9987445166964944;;1.0;1.0;;1.0;1.0;0.679843005326605;0.679843005326605;-0.679843005326605;baseline_max
208157;1;1;0;0.5846982149310337;1.0;0.9999902674222604;0.9999902674222604;1.0;0.9993745371695096;0.9993745371695096;;1.0;1.0;;1.0;1.0;0.6041491449397253;0.6041491449397253;-0.25503068522533534;baseline_max
208613;1;1;0;0.5615290945666743;1.0;0.9999865406635848;0.9999865406635848;1.0;0.9991139251288156;0.9991139251288156;;1.0;1.0;;1.0;1.0;0.5431841919171283;0.5431841919171283;-0.5431841919171283;baseline_max
209090;0;1;0;0.6259858368777202;1.0;0.9999892673055668;0.9999892673055668;1.0;0.9994814869393503;0.9994814869393503;;1.0;1.0;;1.0;1.0;0.6033081020465377;0.6033081020465377;-0.25503068522533534;baseline_max
210857;0;1;0;0.5608410331524474;1.0;0.9999914823889116;0.9999914823889116;1.0;0.9994834433360928;0.9994834433360928;;1.0;1.0;;1.0;1.0;0.5510421910768698;0.5510421910768698;-0.5510421910768698;baseline_max
213906;1;1;0;0.6171060669811855;1.0;0.9999917291104341;0.9999917291104341;1.0;0.9994978424315044;0.9994978424315044;;1.0;1.0;;1.0;1.0;0.5951780207457247;0.5951780207457247;-0.5951780207457247;baseline_max
204565_11;0;11;1;0.6462156065643517;1.0;0.9999705235851024;0.9999705235851024;1.0;0.9997287172734038;0.9997287172734038;;1.0;1.0;;1.0;1.0;0.40428288418490665;0.40428288418490665;-0.40428288418490665;baseline_max
204667_13;1;13;0;0.6980263405635885;1.0;0.9999886147411262;0.9999886147411262;0.9764558154135928;0.9981412934619176;0.9981412934619176;;1.0;1.0;;1.0;1.0;0.5679221272933476;0.5679221272933476;-0.24898207736939224;baseline_max
204703_12;1;12;0;0.6523915774708703;1.0;0.9999921650561108;0.9999921650561108;0.9268649439297904;0.9993483555092952;0.9993483555092952;;1.0;1.0;;1.0;1.0;0.47113463200531136;0.47113463200531136;-0.08128500508459753;baseline_max
204724_7;0;7;0;0.6471888559821959;1.0;0.9999925960651441;0.9999925960651441;1.0;0.998241336512492;0.998241336512492;;1.0;1.0;;1.0;1.0;0.5173650518208349;0.5173650518208349;-0.5173650518208349;baseline_max
204829_12;0;12;0;0.6094866011910012;1.0;0.9999867535295816;0.9999867535295816;0.8724489795918368;0.9994113192509588;0.9994113192509588;;1.0;1.0;;1.0;1.0;0.430960361059122;0.430960361059122;-0.07753915231572209;baseline_max
204829_3;0;3;0;0.5831850431857151;1.0;0.9999886483261412;0.9999886483261412;1.0;0.9996456274984168;0.9996456274984168;;1.0;1.0;;1.0;1.0;0.5087749994861913;0.5087749994861913;-0.5087749994861913;baseline_max
204847_8;0;8;0;0.6455904721109267;1.0;0.9999899150498036;0.9999899150498036;1.0;0.9995744091458504;0.9995744091458504;;1.0;1.0;;1.0;1.0;0.49772005392148133;0.49772005392148133;-0.18564523014889198;baseline_max
204993_5;0;5;0;0.6291390931233797;1.0;0.9999901318673386;0.9999901318673386;1.0;0.9992259022914628;0.9992259022914628;;1.0;1.0;;1.0;1.0;0.6150502662833611;0.6150502662833611;-0.24626590925263525;baseline_max
