"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
"205433;0;1;0;0.6197286012534707;1.0;0.9999862434924158;0.9999862434924158;1.0;0.9989442032365441;0.9989442032365441;;1.0;1.0;;1.0;1.0";0.5133165124754696;0.5133165124754696;-0.5133165124754696;baseline_mean
"206880;0;1;0;0.6246223650243334;1.0;0.9999858368892004;0.9999858368892004;1.0;0.9990648745468936;0.9990648745468936;;1.0;1.0;;1.0;1.0";0.45500420521446594;0.45500420521446594;-0.45500420521446594;baseline_mean
"207014;1;1;0;0.6231606925500667;1.0;0.9999898519854812;0.9999898519854812;1.0;0.9987445166964944;0.9987445166964944;;1.0;1.0;;1.0;1.0";0.43902439024390244;0.43902439024390244;-0.43902439024390244;baseline_mean
"208157;1;1;0;0.5846982149310337;1.0;0.9999902674222604;0.9999902674222604;1.0;0.9993745371695096;0.9993745371695096;;1.0;1.0;;1.0;1.0";0.46201289599102896;0.46201289599102896;-0.25503068522533534;baseline_mean
"208613;1;1;0;0.5615290945666743;1.0;0.9999865406635848;0.9999865406635848;1.0;0.9991139251288156;0.9991139251288156;;1.0;1.0;;1.0;1.0";0.4608915054667788;0.4608915054667788;-0.4608915054667788;baseline_mean
"209090;0;1;0;0.6259858368777202;1.0;0.9999892673055668;0.9999892673055668;1.0;0.9994814869393503;0.9994814869393503;;1.0;1.0;;1.0;1.0";0.48359966358284273;0.48359966358284273;-0.25503068522533534;baseline_mean
"210857;0;1;0;0.5608410331524474;1.0;0.9999914823889116;0.9999914823889116;1.0;0.9994834433360928;0.9994834433360928;;1.0;1.0;;1.0;1.0";0.49313148303896837;0.49313148303896837;-0.49313148303896837;baseline_mean
"213906;1;1;0;0.6171060669811855;1.0;0.9999917291104341;0.9999917291104341;1.0;0.9994978424315044;0.9994978424315044;;1.0;1.0;;1.0;1.0";0.4858424446313429;0.4858424446313429;-0.4858424446313429;baseline_mean
"204565_11;0;11;1;0.6462156065643517;1.0;0.9999705235851024;0.9999705235851024;1.0;0.9997287172734038;0.9997287172734038;;1.0;1.0;;1.0;1.0";0.5088309503784693;0.5088309503784693;-0.5088309503784693;baseline_mean
"204667_13;1;13;0;0.6980263405635885;1.0;0.9999886147411262;0.9999886147411262;0.9764558154135928;0.9981412934619176;0.9981412934619176;;1.0;1.0;;1.0;1.0";0.5239697224558453;0.5239697224558453;-0.25503068522533534;baseline_mean
