Case ID,Actual,Prefix Length,Prediction,Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation;LIME Precision;LIME Recall;LIME Correlation
BKHE_6,0,6,0,0.9990626757482972;1.0;0.1111111111111111;0.9996962517465529;1.0;0.1111111111111111;0.03938714884652876
FAWD_6,0,6,0,0.9779411764705882;1.0;0.25;0.6666438991665455;1.0;0.25;0.03314890181322498
FRFE_6,0,6,0,0.946021840873635;1.0;0.5;0.4714528487665433;0.0;0.0;0.02344462159144074
HXRD_6,0,6,0,0.9990626757482972;1.0;0.1111111111111111;0.9996962517465529;1.0;0.1111111111111111;0.036429901568851536
IXEE_6,1,6,0,0.946021840873635;1.0;0.5;0.4714528487665433;0.0;0.0;0.02344462159144074
PBND_6,1,6,0,0.8431372549019608;1.0;1.0;0.3334244453572663;0.0;0.0;0.016582949840171893
QEZD_6,1,6,0,0.8431372549019608;1.0;1.0;0.3334244453572663;0.0;0.0;0.016582949840171893
SGME_6,1,6,0,0.8431372549019608;1.0;1.0;0.3334244453572663;0.0;0.0;0.016582949840171893
ANSD_7,1,7,0,0.850501002004008;1.0;1.0;1.0;1.0;1.0;0.017987026019797518
CFAE_7,0,7,0,0.850501002004008;1.0;1.0;1.0;1.0;1.0;0.017987026019797518
IKME_7,0,7,0,0.850501002004008;1.0;1.0;1.0;1.0;1.0;0.017987026019797518
KHUD_7,0,7,0,0.850501002004008;1.0;1.0;1.0;1.0;1.0;0.017987026019797518
MPRD_7,1,7,0,0.850501002004008;1.0;1.0;1.0;1.0;1.0;0.017987026019797518
QYWD_7,0,7,0,0.850501002004008;1.0;1.0;1.0;1.0;1.0;0.017987026019797518
TIGE_7,1,7,0,0.850501002004008;1.0;1.0;1.0;1.0;1.0;0.017987026019797518
XLHE_7,1,7,0,0.850501002004008;1.0;1.0;1.0;1.0;1.0;0.017987026019797518
FUHD_8,0,8,0,0.9645042839657283;1.0;1.0;0.9999999999999998;1.0;1.0;0.019149779749195114
GEMD_8,0,8,0,0.9645042839657283;1.0;1.0;0.9999999999999998;1.0;1.0;0.019149779749195114
HISD_8,1,8,1,0.5260663507109005;1.0;1.0;0.9999999999999998;1.0;1.0;0.019149779749195114
IRUD_8,0,8,0,0.9645042839657283;1.0;1.0;0.9999999999999998;1.0;1.0;0.019149779749195114
JXCE_8,1,8,0,0.9645042839657283;1.0;1.0;0.9999999999999998;1.0;1.0;0.019149779749195114
LDMD_8,1,8,0,0.9645042839657283;1.0;1.0;0.9999999999999998;1.0;1.0;0.019149779749195114
WEYD_8,0,8,0,0.9645042839657283;1.0;1.0;0.9999999999999998;1.0;1.0;0.019149779749195114
ZVMD_8,1,8,0,0.9645042839657283;1.0;1.0;0.9999999999999998;1.0;1.0;0.019149779749195114
AEQD_9,0,9,0,1.0;1.0;0.0625;0.9985807160516436;1.0;0.0625;0.0763556992027509
GXYD_9,1,9,1,0.5107142857142857;1.0;1.0;0.250171628661603;1.0;1.0;0.019123480284916197
JAQD_9,0,9,1,0.5107142857142857;1.0;1.0;0.250171628661603;1.0;1.0;0.019123480284916197
JXCE_9,1,9,0,1.0;1.0;0.0625;0.9985807160516436;1.0;0.0625;0.07635744907554116
UQWD_9,1,9,1,0.5107142857142857;1.0;1.0;0.250171628661603;1.0;1.0;0.019123480284916197
WUOD_9,0,9,0,1.0;1.0;0.0625;0.9985807160516436;1.0;0.0625;0.07635394932996065
XWKD_9,0,9,0,0.9578947368421052;1.0;0.3333333333333333;0.4332175126712241;1.0;0.3333333333333333;0.03302691917778981
ZDMD_9,1,9,1,0.5107142857142857;1.0;1.0;0.250171628661603;1.0;1.0;0.019123480284916197
BTW_10,0,10,0,0.9779264214046822;1.0;0.5;1.0;1.0;0.5;0.027357919402005975
FGN_10,1,10,1,0.9615384615384616;1.0;1.0;0.70713986917146;1.0;1.0;0.019345875546737855
FSZD_10,0,10,0,0.9779264214046822;1.0;0.5;1.0;1.0;0.5;0.027357919402005975
HKWA_10,1,10,1,0.9615384615384616;1.0;1.0;0.70713986917146;1.0;1.0;0.019345875546737855
KJNC_10,1,10,1,0.9615384615384616;1.0;1.0;0.70713986917146;1.0;1.0;0.019345875546737855
ODNA_10,1,10,1,0.9615384615384616;1.0;1.0;0.70713986917146;1.0;1.0;0.019345875546737855
RMC_10,0,10,0,0.9779264214046822;1.0;0.5;1.0;1.0;0.5;0.027357919402005975
UNPD_10,0,10,0,0.9779264214046822;1.0;0.5;1.0;1.0;0.5;0.027357919402005975
EDB_11,1,11,1,0.9285714285714286;1.0;1.0;0.7071481360879595;1.0;1.0;0.021627963701664876
ELJ_11,1,11,1,0.65;1.0;0.5;0.9997660545092996;1.0;0.5;0.03058477085340809
EMC_11,0,11,0,0.9678899082568807;1.0;1.0;0.9997660545092996;1.0;0.5;0.03058477085340809
LKEA_11,0,11,0,0.9678899082568807;1.0;1.0;0.9997660545092996;1.0;0.5;0.03058477085340809
MSAE_11,0,11,0,0.9678899082568807;1.0;1.0;0.9997660545092996;1.0;0.5;0.03058477085340809
PSTC_11,0,11,0,0.9678899082568807;1.0;1.0;0.9997660545092996;1.0;0.5;0.03058477085340809
PUC_11,1,11,0,0.9678899082568807;1.0;1.0;0.9997660545092996;1.0;0.5;0.03058477085340809
URID_11,1,11,1,0.9285714285714286;1.0;1.0;0.7071481360879595;1.0;1.0;0.021627963701664876
CNFB_12,0,12,0,1.0;1.0;0.07692307692307693;0.9985474792713188;1.0;0.07692307692307693;0.07079844842633197
FHKC_12,0,12,0,0.5;1.0;0.08333333333333333;0.9594041664845596;1.0;0.08333333333333333;0.06815416624267978
GDM_12,0,12,0,1.0;1.0;0.07692307692307693;0.9985474792713188;1.0;0.07692307692307693;0.07080177471769077
LHH_12,1,12,1,0.6666666666666666;1.0;1.0;0.2775682264185397;0.0;0.0;0.02281095240319165
OGL_12,1,12,1,0.6666666666666666;1.0;1.0;0.2775682264185397;0.0;0.0;0.02281095240319165
OUE_12,1,12,0,0.5714285714285714;1.0;0.25;0.5548093354005675;0.0;0.0;0.04557692977722811
QWKC_12,0,12,0,1.0;1.0;0.07692307692307693;0.9985474792713188;1.0;0.07692307692307693;0.07185620907842967
WPRC_12,1,12,1,0.6666666666666666;1.0;0.3333333333333333;0.4804475162522552;0.0;0.0;0.03947684402489512
BBH_13,0,13,0,0.625;1.0;0.5;0.5344137022438634;0.0;0.0;0.032884588413384166
ELJ_13,1,13,1,0.65;1.0;1.0;0.3781183777891417;0.0;0.0;0.023254497878280416
FIL_13,1,13,0,0.625;1.0;0.5;0.5345587853719328;0.0;0.0;0.032884588413384166
IBOC_13,0,13,0,0.9965277777777778;1.0;0.14285714285714285;0.999612117450836;1.0;0.14285714285714285;0.061557839266472965
KCHA_13,0,13,0,0.9965277777777778;1.0;0.14285714285714285;0.999612117450836;1.0;0.14285714285714285;0.061557839266472965
VGH_13,1,13,1,0.65;1.0;1.0;0.3781183777891417;0.0;0.0;0.023254497878280416
WIK_13,0,13,1,0.65;1.0;1.0;0.3781183777891417;0.0;0.0;0.023254497878280416
ZVMD_13,1,13,0,0.8421052631578947;1.0;0.14285714285714285;0.9993793879213376;1.0;0.14285714285714285;0.061557839266472965
BQL_14,1,14,1,1.0;1.0;0.5;0.5775270992915331;0.0;0.0;0.03422660044369182
CHF_14,0,14,0,1.0;1.0;0.2;0.9124934524863874;1.0;0.2;0.04873427928249693
MBXA_14,0,14,0,1.0;1.0;0.2;0.9124934524863874;1.0;0.2;0.04918147600583997
PUC_14,1,14,1,1.0;1.0;0.5;0.5769966901998832;1.0;0.5;0.02530444173000217
QXKB_14,1,14,1,1.0;1.0;0.5;0.5775270992915331;0.0;0.0;0.03437655269098073
RMEA_14,1,14,0,0.8;1.0;0.5;0.5775270992915331;0.0;0.0;0.03411949169562832
RVAA_14,0,14,0,1.0;1.0;0.2;0.9124934524863874;1.0;0.2;0.04831418539087165
TXOC_14,0,14,0,1.0;1.0;0.2;0.9124934524863874;1.0;0.2;0.04549549089222463
