Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
AFID_6;0;6;1;1.0;0.47705715902659873;0.9877772787685587;0.9877772787685587;;;;baseline_min
ALFE_7;1;7;0;1.0;0.18676777064323524;0.38444478860011444;0.38444478860011444;0.033548529253192995;0.033548529253192995;-0.033548529253192995;baseline_min
AQYD_9;1;9;1;1.0;0.16610354018845952;0.8368980147852276;0.8368980147852276;;;;baseline_min
BALD_4;1;4;1;1.0;0.7365341008198152;0.9989677629665767;0.9989677629665767;;;;baseline_min
BSUD_2;0;2;0;1.0;0.5997747747747748;0.846054423535958;0.846054423535958;0.047431425983766366;0.047431425983766366;-0.047431425983766366;baseline_min
CIQD;1;1;1;1.0;0.9875407362534426;0.9988536215817425;0.9988536215817425;;;;baseline_min
DDQD_7;0;7;0;1.0;0.47705715902659873;-0.2908083705769815;-0.2908083705769815;0.033548529253192995;0.033548529253192995;-0.033548529253192995;baseline_min
DKYD_9;0;9;0;1.0;1.0;0.9999811333619749;0.9999811333619749;0.033548529253192995;0.033548529253192995;-0.033548529253192995;baseline_min
DNIE_4;0;4;1;1.0;0.23986279257465704;0.9873950809856181;0.9873950809856181;;;;baseline_min
DNOD_5;0;5;1;1.0;0.7252316795348885;0.9973564910039877;0.9973564910039877;;;;baseline_min
DUCE_6;0;6;1;1.0;1.0;0.9999497185847382;0.9999497185847382;;;;baseline_min
EKID_5;0;5;0;1.0;0.7365341008198152;0.9036490799283364;0.9036490799283364;0.033548529253192995;0.033548529253192995;-0.033548529253192995;baseline_min
EVUD_8;0;8;1;1.0;0.7252316795348885;0.9093039404032317;0.9093039404032317;;;;baseline_min
FJDE_12;0;12;0;1.0;0.08271389420730546;0.8428293208142797;0.8428293208142797;0.033548529253192995;0.033548529253192995;-0.033548529253192995;baseline_min
FJDE_13;0;13;0;1.0;0.2494931861696137;-0.3814150331014261;-0.3814150331014261;0.033548529253192995;0.033548529253192995;-0.033548529253192995;baseline_min
FJPD_2;1;2;0;1.0;0.21366620538731385;-0.36834910682801336;-0.36834910682801336;0.033548529253192995;0.033548529253192995;-0.033548529253192995;baseline_min
FUHD_14;0;14;0;1.0;0.3326573531620849;0.9665646799386958;0.9665646799386958;;;;baseline_min
FULD_14;0;14;1;1.0;0.7365341008198152;0.9874270670366365;0.9874270670366365;;;;baseline_min
FYQD_13;0;13;0;1.0;0.2851510958066489;-1.058513200672917;-1.058513200672917;;;;baseline_min
GARD_8;1;8;1;1.0;0.0886525186423639;0.7893403057171997;0.7893403057171997;;;;baseline_min
GBJE_4;0;4;0;1.0;0.7365341008198152;-0.19649047022767063;-0.19649047022767063;0.04743810599590902;0.04743810599590902;-0.047431425983766366;baseline_min
GBRD_10;0;10;1;1.0;0.47705715902659873;-0.2815857873429306;-0.2815857873429306;;;;baseline_min
GPND_2;0;2;1;1.0;0.21366620538731362;0.7692864716718637;0.7692864716718637;;;;baseline_min
GXYD_12;1;12;0;1.0;0.12421144530809958;0.25281352147041136;0.25281352147041136;0.033548529253192995;0.033548529253192995;-0.033548529253192995;baseline_min
GXYD_13;1;13;0;1.0;0.22650866282195392;0.5414835366276413;0.5414835366276413;0.033548529253192995;0.033548529253192995;-0.033548529253192995;baseline_min
GXYD_14;1;14;0;1.0;0.1995495495495495;0.7846275577542434;0.7846275577542434;0.033548529253192995;0.033548529253192995;-0.033548529253192995;baseline_min
HEQD_12;0;12;0;1.0;0.7365341008198152;0.8772813159960272;0.8772813159960272;0.033548529253192995;0.033548529253192995;-0.033548529253192995;baseline_min
