Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
AFID_6;0;6;1;1.0;0.47705715902659873;0.9877772787685587;0.9877772787685587;0.5070168605465134;0.5071287436679418;-0.4949996933608178;permutation
ALFE_7;1;7;0;1.0;0.18676777064323524;0.38444478860011444;0.38444478860011444;0.06516986755967752;0.06516986755967752;-0.06508482691830732;permutation
AQYD_9;1;9;1;1.0;0.16610354018845952;0.8368980147852276;0.8368980147852276;0.5273747888478908;0.527379388993687;-0.5318231957045666;permutation
BALD_4;1;4;1;1.0;0.7365341008198152;0.9989677629665767;0.9989677629665767;0.5377650514818509;0.5377773987091552;-0.5374122064985062;permutation
BSUD_2;0;2;0;1.0;0.5997747747747748;0.846054423535958;0.846054423535958;-0.17722951795141578;-0.1772454393056085;0.19573194240772193;permutation
CIQD;1;1;1;1.0;0.9875407362534426;0.9988536215817425;0.9988536215817425;0.5431277106982683;0.5431452086729037;-0.5496951990172885;permutation
DDQD_7;0;7;0;1.0;0.47705715902659873;-0.2908083705769815;-0.2908083705769815;-0.027140437255211994;-0.027140437255211994;0.029708556592435688;permutation
DKYD_9;0;9;0;1.0;1.0;0.9999811333619749;0.9999811333619749;0.06877725605257988;0.06877725605257988;-0.06884526098371656;permutation
DNIE_4;0;4;1;1.0;0.23986279257465704;0.9873950809856181;0.9873950809856181;0.5415718848797956;0.5415867065549929;-0.5483898541997504;permutation
DNOD_5;0;5;1;1.0;0.7252316795348885;0.9973564910039877;0.9973564910039877;0.4984165344366983;0.49850619184068024;-0.4856712497231974;permutation
DUCE_6;0;6;1;1.0;1.0;0.9999497185847382;0.9999497185847382;0.5292170767253739;0.5291017201202364;-0.5281811870644322;permutation
EKID_5;0;5;0;1.0;0.7365341008198152;0.9036490799283364;0.9036490799283364;-0.10596566197782345;-0.10596566197782345;0.11501524592903463;permutation
EVUD_8;0;8;1;1.0;0.7252316795348885;0.9093039404032317;0.9093039404032317;0.45547856617243115;0.45563751194298274;-0.4432366744109247;permutation
FJDE_12;0;12;0;1.0;0.08271389420730546;0.8428293208142797;0.8428293208142797;-0.008330400284165956;-0.008330400284165956;0.010442484059056597;permutation
FJDE_13;0;13;0;1.0;0.2494931861696137;-0.3814150331014261;-0.3814150331014261;-0.001939441753478778;-0.001939441753478778;0.0038136568481603435;permutation
FJPD_2;1;2;0;1.0;0.21366620538731385;-0.36834910682801336;-0.36834910682801336;0.06975329409531672;0.06975329409531672;-0.06982226410420865;permutation
FUHD_14;0;14;0;1.0;0.3326573531620849;0.9665646799386958;0.9665646799386958;;;;permutation
FULD_14;0;14;1;1.0;0.7365341008198152;0.9874270670366365;0.9874270670366365;0.48387117948307645;0.4840146922599258;-0.46080564748043784;permutation
FYQD_13;0;13;0;1.0;0.2851510958066489;-1.058513200672917;-1.058513200672917;0.05101709728173105;0.05101709728173105;-0.0507636890477498;permutation
GARD_8;1;8;1;1.0;0.0886525186423639;0.7893403057171997;0.7893403057171997;0.5711459685986814;0.5711401014618536;-0.6018417927937098;permutation
GBJE_4;0;4;0;1.0;0.7365341008198152;-0.19649047022767063;-0.19649047022767063;-0.2536188585336453;-0.2535884757402538;0.28471442726086954;permutation
GBRD_10;0;10;1;1.0;0.47705715902659873;-0.2815857873429306;-0.2815857873429306;0.4876686918294901;0.4876588907937136;-0.47323051424635604;permutation
GPND_2;0;2;1;1.0;0.21366620538731362;0.7692864716718637;0.7692864716718637;0.3312645135852485;0.33260554469485637;-0.35777258690045455;permutation
GXYD_12;1;12;0;1.0;0.12421144530809958;0.25281352147041136;0.25281352147041136;0.033838616703052306;0.033838616703052306;-0.033339938253641975;permutation
GXYD_13;1;13;0;1.0;0.22650866282195392;0.5414835366276413;0.5414835366276413;0.0493880588643231;0.0493880588643231;-0.04904800778288757;permutation
GXYD_14;1;14;0;1.0;0.1995495495495495;0.7846275577542434;0.7846275577542434;0.05612366788741084;0.05612366788741084;-0.055923116790642026;permutation
HEQD_12;0;12;0;1.0;0.7365341008198152;0.8772813159960272;0.8772813159960272;0.06731988418054816;0.06731988418054816;-0.06739983170956389;permutation
HVZD;1;1;1;1.0;0.21905802287766352;-0.3899841570592104;-0.3899841570592104;0.5398671849098677;0.5399195289911649;-0.5495719890230726;permutation
IJHE_4;0;4;1;1.0;0.47705715902659873;0.9233240591540678;0.9233240591540678;0.5407369252637193;0.5407343417418725;-0.5413783058234395;permutation
IOEE_11;1;11;0;1.0;0.043085144574482204;0.4898864339732004;0.4898864339732004;0.05891483533660352;0.05891483533660352;-0.058893091166460396;permutation
IOEE_12;1;12;0;1.0;0.33288283215076775;-1.3037007310718387;-1.3037007310718387;0.058027467198327506;0.058027467198327506;-0.05799115782318116;permutation
IOEE_13;1;13;0;1.0;0.18676777064323546;-0.14522849096534451;-0.14522849096534451;0.05930268838196455;0.05930268838196455;-0.059288557273577264;permutation
IOEE_14;1;14;0;1.0;0.29960585585585586;0.024104844239278167;0.024104844239278167;0.05918835617156432;0.05918835617156432;-0.059202735477765084;permutation
IRGE_3;1;3;1;1.0;0.22552058111380147;0.6746176454645083;0.6746176454645083;0.5389557875711966;0.5389400208146123;-0.5436686807410173;permutation
IRND_10;1;10;0;1.0;0.29960585585585586;-1.7066304165855368;-1.7066304165855368;0.06383521449693268;0.06383521449693268;-0.06379419672669617;permutation
IRND_3;1;3;0;1.0;0.02149679817775474;0.7935660467779448;0.7935660467779448;-0.09487724155579097;-0.09488071649033382;0.10305224855757576;permutation
IWBE_9;0;9;0;1.0;1.0;0.9999135269805551;0.9999135269805551;0.05219605467773911;0.05219605467773911;-0.052218129559114125;permutation
JAQD_11;0;11;0;1.0;0.022800338409475374;0.9100435776405851;0.9100435776405851;-0.08034082753796257;-0.08033740083230315;0.0865016702956155;permutation
JISD_11;1;11;0;1.0;0.16610354018845952;0.687838357524712;0.687838357524712;0.020036162347252078;0.020036162347252078;-0.01896240637760765;permutation
JISD_12;1;12;0;1.0;0.09949324324324327;0.7539918358304611;0.7539918358304611;0.03297609392864588;0.03297609392864588;-0.03247283972949004;permutation
JISD_13;1;13;0;1.0;0.23300341532627677;0.2560268127939692;0.2560268127939692;0.04826356009878025;0.04826356009878025;-0.04785490723013255;permutation
JXCE_11;1;11;0;1.0;0.5997747747747748;-0.4780815951101254;-0.4780815951101254;0.0573049670079424;0.0573049670079424;-0.05725212654347021;permutation
JXCE_12;1;12;0;1.0;1.0;0.9999100625880621;0.9999100625880621;0.05700591175792705;0.05700591175792705;-0.05694071330285718;permutation
LDMD_8;1;8;0;1.0;1.0;0.9999000608736176;0.9999000608736176;0.0687638856684328;0.0687638856684328;-0.06883187737932626;permutation
LDMD_9;1;9;0;1.0;0.6663286765810426;0.9746588572477571;0.9746588572477571;0.06853658913793244;0.06853658913793244;-0.06860435610469112;permutation
LJOE_10;1;10;0;1.0;0.05459791697962035;0.7569847846744155;0.7569847846744155;;;;permutation
LJXD_3;0;3;0;1.0;-0.0006757517738484875;0.7805041005724292;0.7805041005724292;0.07047866194858614;0.07047866194858614;-0.0705455161576075;permutation
LLPD_11;0;11;0;1.0;0.1995495495495495;0.884552141087764;0.884552141087764;-0.1485969384713893;-0.1485942449608086;0.16210358860217786;permutation
LQFE_14;0;14;0;1.0;1.0;0.9994839704512496;0.9994839704512496;0.033548529253192995;0.033548529253192995;-0.033548529253192995;permutation
LXGE_2;1;2;1;1.0;0.22650866282195392;0.6743498893019864;0.6743498893019864;0.5484223465606823;0.5484204355990354;-0.5603409847847756;permutation
LZUD_3;1;3;0;1.0;0.7365341008198152;0.9992963436843633;0.9992963436843633;-0.20707797354488758;-0.20707324592616125;0.23181666090901693;permutation
MKYD_2;1;2;0;1.0;0.332657353162085;0.9284552568439333;0.9284552568439333;-0.008672794894046511;-0.008672794894046511;0.010910625979110368;permutation
MLAE_10;1;10;1;1.0;0.1995495495495495;0.8241882564192997;0.8241882564192997;0.5372652790193287;0.537386351024762;-0.5587864752035608;permutation
MLAE_7;1;7;1;1.0;-0.0005630630630633071;0.12221632888069;0.12221632888069;0.5381394332434695;0.5381504157396438;-0.554095474356436;permutation
MWUD_8;1;8;1;1.0;0.0886525186423639;0.875756954692248;0.875756954692248;0.5440926026455731;0.5440921188049538;-0.574114227543049;permutation
NEZD_4;1;4;1;1.0;0.7365341008198152;0.9906299200130558;0.9906299200130558;0.5424464309360963;0.5424653882109678;-0.5484682432005626;permutation
NMHD_11;0;11;0;1.0;0.09949324324324327;0.8506282795343267;0.8506282795343267;;;;permutation
NYIE_7;0;7;0;1.0;0.33288283215076764;0.6192434826040663;0.6192434826040663;0.032293430464143104;0.032293430464143104;-0.0318074465249962;permutation
NYIE_8;0;8;0;1.0;0.09949324324324327;0.21329763720722916;0.21329763720722916;0.03155679315604937;0.03155679315604937;-0.031067008827235388;permutation
NYWD;0;1;1;1.0;0.48711375212224095;0.976521511771787;0.976521511771787;0.5471870225118391;0.5472059984213146;-0.5553095665006347;permutation
OEAE_5;1;5;1;1.0;0.7078763249953971;0.9019577121644421;0.9019577121644421;0.5345100303608482;0.5345208097609917;-0.5384429079624424;permutation
OEZD_5;1;5;1;1.0;0.16610354018845963;0.28973814154417954;0.28973814154417954;0.5396407110404708;0.5396599656131222;-0.5458236604086111;permutation
OHPE_3;1;3;0;1.0;0.29960585585585586;-0.8998869083764449;-0.8998869083764449;-0.018504525930668175;-0.018504525930668175;0.0207857707458939;permutation
OMWD_8;0;8;1;1.0;0.2608942002235033;0.9978887114338776;0.9978887114338776;0.5307775450382991;0.5308505903327525;-0.5390705484597506;permutation
