Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability;MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
Case103_9;1;9;1;0.9511769741093696;1.0;1.0;1.0;0.93775;0.955300208824556;0.955300208824556;;1.0;1.0;1.0;1.0;1.0;0.02138684758882685;0.02138684758882685;;baseline_min
Case104;0;1;1;0.6715102511006412;1.0;1.0;1.0;0.9160612853747744;0.85293215717213;0.85293215717213;;1.0;1.0;1.0;1.0;1.0;0.09904883278665337;0.09904883278665337;-0.09904883278665337;baseline_min
Case104_5;0;5;1;0.6852132150854066;1.0;1.0;1.0;0.9565475359486248;0.9750379340882701;0.9750379340882701;;1.0;1.0;1.0;1.0;1.0;0.02806721603157945;0.02806721603157945;-0.02806721603157945;baseline_min
Case10_10;1;10;1;0.9999999904849358;1.0;1.0;1.0;0.9413686534216336;0.980874718455806;0.980874718455806;1.0;1.0;1.0;;1.0;1.0;0.05982542882030713;0.05982542882030713;-0.05982542882030713;baseline_min
Case10_3;1;3;1;0.9399397224568122;1.0;1.0;1.0;0.9324116465500082;0.9547367456615136;0.9547367456615136;;1.0;1.0;1.0;1.0;1.0;0.0489985534221052;0.0489985534221052;-0.0489985534221052;baseline_min
Case10_9;1;9;1;0.9999999361350224;1.0;1.0;1.0;0.9184005434005432;0.9444484697059186;0.9444484697059186;1.0;1.0;1.0;;1.0;1.0;0.06101204889608181;0.06101204889608181;-0.06101204889608181;baseline_min
Case114_5;1;5;1;0.7189332475705118;1.0;1.0;1.0;0.9375939849624059;0.9757600600948878;0.9757600600948878;;1.0;1.0;1.0;1.0;1.0;0.03849746634884693;0.03849746634884693;;baseline_min
Case115_3;1;3;1;0.7946405281697424;1.0;1.0;1.0;0.926710816777042;0.9622155333617004;0.9622155333617004;;1.0;1.0;1.0;1.0;1.0;0.0389578662454443;0.0389578662454443;-0.0389578662454443;baseline_min
Case125_5;0;5;0;0.8211515742961002;1.0;1.0;1.0;0.926710816777042;0.9805038037125784;0.9805038037125784;;1.0;1.0;1.0;1.0;1.0;0.04239594395379346;0.04239594395379346;-0.04239594395379346;baseline_min
Case127_11;1;11;1;0.9999822724420576;1.0;1.0;1.0;0.8913688398715622;0.9651043357972726;0.9651043357972726;1.0;1.0;1.0;;1.0;1.0;0.07055507445721884;0.07055507445721884;-0.0069959657427758224;baseline_min
Case12_14;0;14;0;0.9999953651296408;1.0;1.0;1.0;0.8913688398715622;0.9426849742794552;0.9426849742794552;;1.0;1.0;;1.0;1.0;0.09519410678725908;0.09519410678725908;-0.09519410678725908;baseline_min
Case12_8;0;8;0;0.999997183764818;1.0;1.0;1.0;0.9203371492391456;0.8820788802831109;0.8820788802831109;;1.0;1.0;;1.0;1.0;0.049739158176222285;0.049739158176222285;-0.049739158176222285;baseline_min
Case12_9;0;9;0;0.9999998508523724;1.0;1.0;1.0;0.9537939097032788;0.9679223659521156;0.9679223659521156;;1.0;1.0;;1.0;1.0;0.04240480506385213;0.04240480506385213;0.013462151990294519;baseline_min
Case145_5;0;5;0;0.9999974696341128;1.0;1.0;1.0;0.9446761507551088;0.9745461557109588;0.9745461557109588;;1.0;1.0;;1.0;1.0;0.057325014252985286;0.057325014252985286;-0.057325014252985286;baseline_min
Case146_2;0;2;0;0.9999903303090196;1.0;1.0;1.0;0.9332327802916038;0.9734633836381924;0.9734633836381924;;1.0;1.0;;1.0;1.0;0.008369810803182219;0.008369810803182219;-0.008369810803182219;baseline_min
Case148;0;1;0;0.9999999998183592;1.0;1.0;1.0;0.9695836997947817;0.9847361709915764;0.9847361709915764;;1.0;1.0;;1.0;1.0;0.09764713529462966;0.09764713529462966;-0.09764713529462966;baseline_min
Case163_6;1;6;1;0.9999952158440548;1.0;1.0;1.0;0.8210242587601078;0.92447811700948;0.92447811700948;;1.0;1.0;1.0;1.0;1.0;0.02778090384701396;0.02778090384701396;-0.02778090384701396;baseline_min
Case174_8;1;8;1;0.9823718301153426;1.0;1.0;1.0;0.92305617826021;0.9472216627601152;0.9472216627601152;;1.0;1.0;1.0;1.0;1.0;0.04935742405865471;0.04935742405865471;-0.04935742405865471;baseline_min
Case178;0;1;0;0.6183792629143791;1.0;1.0;1.0;0.942739863058588;0.9812790745345626;0.9812790745345626;;1.0;1.0;1.0;1.0;1.0;0.12059029081157786;0.12059029081157786;-0.12059029081157786;baseline_min
Case178_11;0;11;0;0.9755782359322446;1.0;1.0;1.0;0.9035642785642786;0.97405141327654;0.97405141327654;;1.0;1.0;1.0;1.0;1.0;0.09556189117728366;0.09556189117728366;-0.09556189117728366;baseline_min
Case178_13;0;13;0;0.990440588343596;1.0;1.0;1.0;0.9565475359486248;0.978303047012722;0.978303047012722;;1.0;1.0;1.0;1.0;1.0;0.09311158627530203;0.09311158627530203;-0.09311158627530203;baseline_min
Case17_9;1;9;1;0.9999999999980618;1.0;1.0;1.0;0.8006577002660361;0.980785392558165;0.980785392558165;1.0;1.0;1.0;;1.0;1.0;0.06426039793062976;0.06426039793062976;-0.06426039793062976;baseline_min
Case185_2;0;2;0;0.7541025682614405;1.0;1.0;1.0;0.9247556412665447;0.9710218745479056;0.9710218745479056;;1.0;1.0;1.0;1.0;1.0;0.03542184274535315;0.03542184274535315;-0.03542184274535315;baseline_min
Case188_12;1;12;1;0.9999999999999408;1.0;1.0;1.0;0.8769033023531738;0.9685384747684496;0.9685384747684496;;1.0;1.0;;1.0;1.0;0.07485362873281072;0.07485362873281072;-0.07485362873281072;baseline_min
Case188_14;1;14;1;0.9999999999999764;1.0;1.0;1.0;0.8231031543052003;0.9624351792019848;0.9624351792019848;;1.0;1.0;;1.0;1.0;0.07554630356996003;0.07554630356996003;-0.07554630356996003;baseline_min
Case192_9;0;9;0;0.9999794705858844;1.0;1.0;1.0;0.9835395843249246;0.9672391995256192;0.9672391995256192;;1.0;1.0;1.0;1.0;1.0;0.05479849670811058;0.05479849670811058;-0.05479849670811058;baseline_min
Case194_4;1;4;1;0.9999972046069614;1.0;1.0;1.0;0.8424050632911393;0.9301312360046732;0.9301312360046732;;1.0;1.0;;1.0;1.0;0.030092022058413655;0.030092022058413655;-0.030092022058413655;baseline_min
Case195_10;0;10;0;0.9997560943286125;1.0;1.0;1.0;0.8393574297188755;0.9749728709254704;0.9749728709254704;;1.0;1.0;1.0;0.9999999999999999;0.9999999999999999;0.0896204588373577;0.0896204588373577;-0.0896204588373577;baseline_min
Case196_2;1;2;1;0.7419380334562833;1.0;1.0;1.0;0.8893333333333333;0.9689705541981348;0.9689705541981348;;1.0;1.0;1.0;1.0;1.0;0.0074482099160339665;0.0074482099160339665;-0.0074482099160339665;baseline_min
Case198_2;1;2;1;0.9618965240368101;1.0;1.0;1.0;0.905852994555354;0.976433760311716;0.976433760311716;;1.0;1.0;1.0;1.0;1.0;0.07705715060112629;0.07705715060112629;-0.07705715060112629;baseline_min
Case199_7;1;7;1;0.9999689875232656;1.0;1.0;1.0;0.8951440979076194;0.8885019017690001;0.8885019017690001;;1.0;1.0;1.0;1.0;1.0;0.06446121167416298;0.06446121167416298;-0.06446121167416298;baseline_min
Case19_7;1;7;1;0.9980905021779344;1.0;1.0;1.0;0.9695836997947817;0.7057912945143503;0.7057912945143503;;1.0;1.0;1.0;1.0;1.0;0.04923919386386709;0.04923919386386709;;baseline_min
Case207;1;1;1;0.8389648812058431;1.0;1.0;1.0;0.8443817660101735;0.9657787726677473;0.9657787726677473;;1.0;1.0;1.0;1.0;1.0;0.16020024034822752;0.16020024034822752;;baseline_min
Case208_3;1;3;1;0.9667932693223548;1.0;1.0;1.0;0.9554912054912056;0.9516944856763928;0.9516944856763928;;1.0;1.0;1.0;1.0;1.0;0.05790048466956137;0.05790048466956137;-0.05790048466956137;baseline_min
Case209_12;0;12;0;0.9945405971981408;1.0;1.0;1.0;0.959954454222634;0.9683561968919276;0.9683561968919276;;1.0;1.0;1.0;1.0;1.0;0.039831486110526566;0.039831486110526566;-0.039831486110526566;baseline_min
Case211_7;0;7;0;0.9999935770690668;1.0;1.0;1.0;0.9624509147500044;0.9767766562283304;0.9767766562283304;;1.0;1.0;1.0;1.0;1.0;0.03459898874390041;0.03459898874390041;-0.03459898874390041;baseline_min
Case215_9;0;9;0;0.999976329994864;1.0;1.0;1.0;0.9391673995895632;0.903871394603228;0.903871394603228;1.0;1.0;1.0;;1.0;1.0;0.02556706974012094;0.02556706974012094;-0.02556706974012094;baseline_min
Case21_6;1;6;1;0.9999759797051836;1.0;1.0;1.0;0.8955422990762415;0.9511212730797236;0.9511212730797236;;1.0;1.0;1.0;1.0;1.0;0.05614710300121162;0.05614710300121162;-0.05614710300121162;baseline_min
Case223_14;0;14;0;0.8251604740971727;1.0;1.0;1.0;0.9367727437201242;0.9808589004736346;0.9808589004736346;;1.0;1.0;1.0;1.0;1.0;0.053197281208730074;0.053197281208730074;-0.053197281208730074;baseline_min
Case225_11;1;11;1;0.9999990895767872;1.0;1.0;1.0;0.8985098473979392;0.98058628732654;0.98058628732654;;1.0;1.0;;1.0;1.0;0.049980737837830407;0.049980737837830407;-0.049980737837830407;baseline_min
Case225_13;1;13;1;0.9999999833255409;1.0;1.0;1.0;0.8675475552151155;0.9598664896464204;0.9598664896464204;;1.0;1.0;;1.0;1.0;0.041722012906366214;0.041722012906366214;0.03196618193237568;baseline_min
Case225_6;1;6;1;0.9986507049043678;1.0;1.0;1.0;0.942739863058588;0.9728017076623328;0.9728017076623328;1.0;1.0;1.0;1.0;1.0;1.0;0.02393177151284888;0.02393177151284888;-0.02393177151284888;baseline_min
Case229_4;0;4;0;0.8991611987292136;1.0;1.0;1.0;0.9118997992897946;0.9839875480143636;0.9839875480143636;;1.0;1.0;1.0;1.0;1.0;0.008634990971928375;0.008634990971928375;-0.008634990971928375;baseline_min
Case230_2;1;2;1;0.8960693740205063;1.0;1.0;1.0;0.9537939097032788;0.9332116638544206;0.9332116638544206;;1.0;1.0;1.0;1.0;1.0;0.04597398794238699;0.04597398794238699;-0.04597398794238699;baseline_min
Case231_4;1;4;1;0.8987888656254143;1.0;1.0;1.0;0.8820371101460719;0.8979076951858334;0.8979076951858334;;1.0;1.0;1.0;1.0;1.0;0.02739114674913235;0.02739114674913235;-0.02739114674913235;baseline_min
