"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
"914;1;1;1;1.0;0.26732581635328756;-12.36366253774218;-12.36366253774218";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"950;0;1;0;1.0;1.0;0.7453226929842263;0.7453226929842263";0.008755059040826251;0.008755059040826251;-0.00878932976311489;baseline_min
"975;0;1;0;1.0;1.0;0.9910568203846987;0.9910568203846987";;;;baseline_min
"999;0;1;0;1.0;1.0;0.9228458127645303;0.9228458127645303";0.008819198667498971;0.008819198667498971;-0.008853485454816457;baseline_min
"1004;1;1;1;1.0;0.18619791666666663;-18.916109459576013;-18.916109459576013";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1105;0;1;0;1.0;1.0;0.928303391745614;0.928303391745614";0.008755059040826251;0.008755059040826251;-0.00878932976311489;baseline_min
"1119;1;1;1;1.0;0.832529474812433;-2.2645578359121195;-2.2645578359121195";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1134;1;1;0;0.9999999999995453;1.0;0.8660007537632088;0.8660007537632088";-0.014148763429456734;-0.014148763429456734;0.014288266416487333;baseline_min
"1001_12;0;12;0;1.0;1.0;0.9863145511714453;0.9863145511714453";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1004_9;1;9;1;1.0;0.2985971943887774;-5.811700329223396;-5.811700329223396";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1007_8;1;8;0;1.0;0.8689624446366329;-2.5800455559386224;-2.5800455559386224";0.051502092424228124;0.051502092424228124;-0.05149544908084839;baseline_min
"1013_11;1;11;0;1.0;0.5995995995995996;-8.614688571536087;-8.614688571536087";;;;baseline_min
"1014_14;1;14;0;1.0;0.9086891413126849;-1.7658211529212844;-1.7658211529212844";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1022_11;0;11;1;1.0;0.8689624446366329;-1.4507291977585859;-1.4507291977585859";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1022_7;0;7;1;1.0;0.8953309217577706;-3.569655161313662;-3.569655161313662";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1026_13;1;13;1;1.0;0.8743971061093248;-0.5168257602852342;-0.5168257602852342";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1029_14;0;14;0;1.0;1.0;0.9930235241896044;0.9930235241896044";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1031_5;0;5;0;1.0;1.0;0.790369827400907;0.790369827400907";0.009396445658064415;0.009396445658064415;-0.009430876995282977;baseline_min
"1035_12;1;12;1;1.0;0.4043439004815409;-6.157562559587163;-6.157562559587163";;;;baseline_min
"1035_7;1;7;1;1.0;0.9521801088380722;-1.473008696295322;-1.473008696295322";;;;baseline_min
"1037_2;1;2;0;0.9764577976511184;0.7048789413417385;-5.075238981079408;-5.075238981079408";-0.1324709030856406;-0.1324709030856406;0.1344347448419608;baseline_min
"1043_5;1;5;1;1.0;0.8391959798994975;-0.9451435416865961;-0.9451435416865961";;;;baseline_min
"1044_6;1;6;0;1.0;1.0;0.8493557307541539;0.8493557307541539";;;;baseline_min
"1045_6;0;6;1;1.0;0.28370866999025846;-12.68542993025671;-12.68542993025671";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1047_3;0;3;0;1.0;1.0;0.9531217122614377;0.9531217122614377";-0.03251033390990479;-0.03251033390990479;0.03251033390990479;baseline_min
"1048_4;0;4;0;1.0;1.0;0.8654773484850482;0.8654773484850482";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1053_10;0;10;0;1.0;1.0;0.9923194435022133;0.9923194435022133";;;;baseline_min
"1054_11;1;11;0;1.0;1.0;0.35404436909093184;0.35404436909093184";;;;baseline_min
"1057_8;1;8;1;0.9826330426943573;0.7048789413417385;-1.3926949337557462;-1.3926949337557462";-0.08879662829154747;-0.08879662829154747;0.08879662829154747;baseline_min
"1058_13;1;13;1;1.0;0.7048789413417385;-9.344306857314706;-9.344306857314706";;;;baseline_min
"1060_10;1;10;1;1.0;0.1902022180746863;-11.760024407320937;-11.760024407320937";;;;baseline_min
"1060_4;1;4;1;1.0;0.4043439004815409;-3.6346115623904787;-3.6346115623904787";0.04529687158777714;0.04529687158777714;-0.04529687158777714;baseline_min
"1061_8;0;8;0;0.9999999998699424;1.0;0.03605576423244361;0.03605576423244361";-0.0776466143988983;-0.0776466143988983;0.0812341292258452;baseline_min
"1069_5;0;5;0;1.0;1.0;0.987243486956682;0.987243486956682";0.04529022116082538;0.04529022116082538;-0.04529022116082538;baseline_min
"1071_10;1;10;1;1.0;0.24789410348977114;-9.728871601098493;-9.728871601098493";;;;baseline_min
"1077_4;1;4;1;1.0;0.284712883751538;-17.877866753105547;-17.877866753105547";;;;baseline_min
