"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
"914;1;1;1;1.0;0.26732581635328756;-12.36366253774218;-12.36366253774218";0.139699230509599;0.139699230509599;-0.13936821153823734;permutation
"950;0;1;0;1.0;1.0;0.7453226929842263;0.7453226929842263";0.10566985161414266;0.10571915977382822;-0.035586876347365404;permutation
"975;0;1;0;1.0;1.0;0.9910568203846987;0.9910568203846987";0.16382723292250462;0.16380292080067893;-0.16337846324980007;permutation
"999;0;1;0;1.0;1.0;0.9228458127645303;0.9228458127645303";0.1200182206745979;0.12009807145659238;-0.06389547743367723;permutation
"1004;1;1;1;1.0;0.18619791666666663;-18.916109459576013;-18.916109459576013";0.12442551612812988;0.12442551612812988;-0.12435525113247871;permutation
"1105;0;1;0;1.0;1.0;0.928303391745614;0.928303391745614";0.11291803587954503;0.11333950288749356;-0.05573011993873224;permutation
"1119;1;1;1;1.0;0.832529474812433;-2.2645578359121195;-2.2645578359121195";0.35507276361504303;0.35507276361504303;-0.29141282650151107;permutation
"1134;1;1;0;0.9999999999995453;1.0;0.8660007537632088;0.8660007537632088";0.24230838859947312;0.23469050809000908;-0.15494109562941813;permutation
"1001_12;0;12;0;1.0;1.0;0.9863145511714453;0.9863145511714453";0.12129554564289846;0.1214647380093798;-0.08191840013125594;permutation
"1004_9;1;9;1;1.0;0.2985971943887774;-5.811700329223396;-5.811700329223396";0.5138167471593166;0.5138916111827007;-0.5301144700246794;permutation
"1007_8;1;8;0;1.0;0.8689624446366329;-2.5800455559386224;-2.5800455559386224";0.11056281420439915;0.11076531924716798;-0.041595312807764566;permutation
"1013_11;1;11;0;1.0;0.5995995995995996;-8.614688571536087;-8.614688571536087";0.11711112732667443;0.11717804208824471;-0.08319589663258398;permutation
"1014_14;1;14;0;1.0;0.9086891413126849;-1.7658211529212844;-1.7658211529212844";0.12918141893713758;0.12903568060238438;-0.09810493863102634;permutation
"1022_11;0;11;1;1.0;0.8689624446366329;-1.4507291977585859;-1.4507291977585859";0.3797664168667304;0.37977699391898306;-0.3319969594720274;permutation
"1022_7;0;7;1;1.0;0.8953309217577706;-3.569655161313662;-3.569655161313662";0.39934007109190184;0.3994827057527762;-0.3550863598334555;permutation
"1026_13;1;13;1;1.0;0.8743971061093248;-0.5168257602852342;-0.5168257602852342";0.35272488804530483;0.35275070165361594;-0.2869342589544289;permutation
"1029_14;0;14;0;1.0;1.0;0.9930235241896044;0.9930235241896044";0.09914529355427283;0.09914529355427283;-0.09913334032907825;permutation
"1031_5;0;5;0;1.0;1.0;0.790369827400907;0.790369827400907";0.106521220428892;0.10727311758123545;-0.034403261882276395;permutation
"1035_12;1;12;1;1.0;0.4043439004815409;-6.157562559587163;-6.157562559587163";;;;permutation
"1035_7;1;7;1;1.0;0.9521801088380722;-1.473008696295322;-1.473008696295322";;;;permutation
"1037_2;1;2;0;0.9764577976511184;0.7048789413417385;-5.075238981079408;-5.075238981079408";0.22989001321464478;0.22161635749850636;-0.14259459427744417;permutation
"1043_5;1;5;1;1.0;0.8391959798994975;-0.9451435416865961;-0.9451435416865961";;;;permutation
"1044_6;1;6;0;1.0;1.0;0.8493557307541539;0.8493557307541539";0.12365492789264168;0.12358781251103282;-0.08767886546261004;permutation
"1045_6;0;6;1;1.0;0.28370866999025846;-12.68542993025671;-12.68542993025671";0.17402041491185186;0.1740431716026995;-0.17349449449242343;permutation
"1047_3;0;3;0;1.0;1.0;0.9531217122614377;0.9531217122614377";0.11161631366050474;0.11157613771353914;-0.052495908678035094;permutation
"1048_4;0;4;0;1.0;1.0;0.8654773484850482;0.8654773484850482";0.15034395097641215;0.1500411589263146;-0.11871059030376001;permutation
"1053_10;0;10;0;1.0;1.0;0.9923194435022133;0.9923194435022133";0.044934133877364515;0.044934133877364515;-0.044934133877364515;permutation
"1054_11;1;11;0;1.0;1.0;0.35404436909093184;0.35404436909093184";;;;permutation
"1057_8;1;8;1;0.9826330426943573;0.7048789413417385;-1.3926949337557462;-1.3926949337557462";0.31478421000396334;0.3072527498741256;-0.3072527498741256;permutation
"1058_13;1;13;1;1.0;0.7048789413417385;-9.344306857314706;-9.344306857314706";;;;permutation
"1060_10;1;10;1;1.0;0.1902022180746863;-11.760024407320937;-11.760024407320937";0.4678499643486562;0.46789056197660817;-0.4539484818244414;permutation
"1060_4;1;4;1;1.0;0.4043439004815409;-3.6346115623904787;-3.6346115623904787";0.3549501917687621;0.3550829779355665;-0.2912073374529052;permutation
"1061_8;0;8;0;0.9999999998699424;1.0;0.03605576423244361;0.03605576423244361";0.2217001654542732;0.21442963302350768;-0.14259459427744417;permutation
"1069_5;0;5;0;1.0;1.0;0.987243486956682;0.987243486956682";0.16469893876958236;0.16295770511006516;-0.17138057071690677;permutation
"1071_10;1;10;1;1.0;0.24789410348977114;-9.728871601098493;-9.728871601098493";0.3811100882558266;0.38118985455608595;-0.33143520426310447;permutation
"1077_4;1;4;1;1.0;0.284712883751538;-17.877866753105547;-17.877866753105547";0.363847718856822;0.36378588993989996;-0.3014470648672015;permutation
"1077_5;1;5;1;1.0;0.048096192384769365;-9.28951008120813;-9.28951008120813";0.36374176253526475;0.3638708304442766;-0.30195483087150393;permutation
"1080_12;0;12;0;0.9999995022827864;0.7048789413417385;-5.534621181809744;-5.534621181809744";0.19435790648469925;0.1876254219313709;-0.1876254219313709;permutation
"1086_8;0;8;1;1.0;0.2644600468070879;-4.9852168471154386;-4.9852168471154386";0.17310422490052976;0.17308739058709888;-0.17255792118443275;permutation
"1088_2;0;2;1;1.0;0.9086891413126849;-1.705268771135064;-1.705268771135064";0.37352581163951987;0.3736758323934503;-0.31112508871722216;permutation
"1088_5;0;5;1;1.0;0.8689624446366329;-2.4339824937871204;-2.4339824937871204";0.3753835204819996;0.3753921735332155;-0.3123004859100326;permutation
"1091_3;1;3;1;1.0;1.0;-3.840902158589598;-3.840902158589598";0.288067781526387;0.2882404322794744;-0.18038402830790665;permutation
"1092_13;0;13;0;0.9998628950487516;1.0;0.1490457487997774;0.1490457487997774";0.18351698406840608;0.17618830961788542;-0.14259459427744417;permutation
"1093_8;1;8;1;0.9994824313259456;0.4627815024926938;-9.236291703037448;-9.236291703037448";0.31084611211162494;0.3034566019573091;-0.3034566019573091;permutation
"1095_3;0;3;0;1.0;1.0;0.9227461086490667;0.9227461086490667";0.10980089877069169;0.10966787843296975;-0.04371529783697665;permutation
"1097_5;1;5;1;0.9999999999995453;1.0;-12.866020718810894;-12.866020718810894";0.33422870300897506;0.3281242543764951;-0.15861651071429883;permutation
"1098_13;0;13;0;0.9926291063458484;1.0;0.44806196331584314;0.44806196331584314";0.19232193826435537;0.18610858505007885;-0.18610858505007885;permutation
"1099_3;0;3;1;0.999999999943384;1.0;-11.703839758049533;-11.703839758049533";0.33106611652161755;0.32956086401996565;-0.14259444784297193;permutation
"1100_9;1;9;1;1.0;0.6234939759036144;-5.227413916776926;-5.227413916776926";;;;permutation
"1104_12;1;12;0;1.0;0.9521801088380722;-1.1150743106997463;-1.1150743106997463";0.13587275027868806;0.13599271240058244;-0.10288801737078508;permutation
"1105_10;0;10;0;0.9999999999708962;1.0;0.20904009303699933;0.20904009303699933";0.20447148062860773;0.1995897770110809;-0.14259459427744417;permutation
"1106_7;0;7;0;1.0;0.7048789413417385;-7.625159644784832;-7.625159644784832";0.10393420439321088;0.10419553763954437;-0.03388523502897467;permutation
"1111_12;0;12;0;1.0;1.0;0.2562660467077148;0.2562660467077148";0.13953703254420216;0.13843487933212154;-0.13497305937735327;permutation
"1111_7;0;7;0;1.0;1.0;0.9847835234713056;0.9847835234713056";0.1631221813895592;0.16317080563321062;-0.16271987583449035;permutation
"1114_2;1;2;1;0.999999853984729;0.24909891870244294;-19.975219552260857;-19.975219552260857";0.3247125968633295;0.32330931996245504;-0.14259459427744417;permutation
"1116_11;1;11;1;1.0;0.6301736070753072;-4.999566324390178;-4.999566324390178";;;;permutation
"1116_12;1;12;1;1.0;0.5983935742971886;-4.2544493993362975;-4.2544493993362975";;;;permutation
"1117_6;1;6;1;1.0;0.9086891413126849;-2.2895316044085567;-2.2895316044085567";0.40540519152704574;0.4053999030009194;-0.3609278668533553;permutation
"1118_2;0;2;0;1.0;1.0;0.9092644300691876;0.9092644300691876";0.12446675890365061;0.12449162490283225;-0.06752016828719391;permutation
"1120_14;1;14;1;1.0;0.6301736070753072;-2.896182515570984;-2.896182515570984";0.34961043421123233;0.3495793954345571;-0.2846566655641348;permutation
"1122_4;1;4;0;1.0;1.0;0.921284107631612;0.921284107631612";0.1300474085274019;0.12966874641596837;-0.09015128243951233;permutation
"1124_2;0;2;0;1.0;1.0;0.7902414224229416;0.7902414224229416";0.12225553709135722;0.12269707395682711;-0.06682196631549973;permutation
"1127_4;1;4;1;0.8889681996204939;0.7048789413417385;-5.902423970321379;-5.902423970321379";0.31654438970043597;0.3163010468852554;-0.3163010468852554;permutation
"1127_8;1;8;1;1.0;0.6933404701369374;-0.8952748107557011;-0.8952748107557011";0.39307999430907925;0.39326489109169427;-0.34810753875795336;permutation
"1128_12;0;12;0;1.0;1.0;0.9329660233557385;0.9329660233557385";0.10600800994602388;0.10588484029852656;-0.06813096340274044;permutation
"1129_4;0;4;1;1.0;0.6565897779984995;-3.6743069310192347;-3.6743069310192347";0.3921905287336495;0.3923129734819273;-0.3423890655775449;permutation
"1129_6;0;6;1;1.0;0.7048789413417385;-10.505901227004834;-10.505901227004834";0.39299463263863527;0.3930371274458058;-0.3446337945959209;permutation
"1132_13;1;13;1;1.0;0.37399839743589747;-4.558579876061734;-4.558579876061734";;;;permutation
"1135_10;0;10;0;1.0;1.0;0.7961189892872311;0.7961189892872311";0.13548206922028877;0.1359076136571964;-0.09894674567444442;permutation
"1135_9;0;9;0;1.0;1.0;0.9511654674371333;0.9511654674371333";0.13884540838428155;0.13932222323527443;-0.10308766286353067;permutation
"1138_8;0;8;0;0.9999998128755754;1.0;0.8119632606764877;0.8119632606764877";0.230899885897644;0.2238064428351312;-0.2238064428351312;permutation
"1139_3;1;3;0;0.821265442345491;0.9521801088380722;-1.3648897477122715;-1.3648897477122715";0.24391239245854576;0.23389479018765333;-0.23389479018765333;permutation
"912_10;1;10;1;1.0;0.4356942215088282;-6.406395529601634;-6.406395529601634";;;;permutation
"914_13;1;13;1;1.0;0.5696209795426506;-7.041210570244267;-7.041210570244267";;;;permutation
"914_2;1;2;1;1.0;0.2899625768511094;-7.884688337663169;-7.884688337663169";0.13967048876893248;0.13967048876893248;-0.13936821153823734;permutation
"915_6;1;6;1;1.0;1.0;-8.813014856889916;-8.813014856889916";0.27363295159002793;0.2737472928599532;-0.1599051022681273;permutation
"916_10;0;10;0;0.9999996902916362;1.0;0.26290383164441733;0.26290383164441733";0.19937887990459113;0.19251255680291346;-0.14259459427744417;permutation
"916_4;0;4;0;1.0;1.0;0.893542736018488;0.893542736018488";0.09753555582928977;0.09733898091957184;-0.030148053661375178;permutation
"918_11;1;11;0;1.0;1.0;-0.6034903417768829;-0.6034903417768829";0.13511166651666645;0.13486157068754742;-0.09769888148001395;permutation
"919_2;0;2;0;1.0;1.0;0.9490073785774664;0.9490073785774664";0.11770320712624716;0.11794689391822713;-0.0653024902608229;permutation
"928_6;0;6;0;0.9999999999995453;1.0;0.8415382373732327;0.8415382373732327";0.22826334218986227;0.21372056286727603;-0.15995777333922936;permutation
"929_3;1;3;1;0.793063193777637;0.9086891413126849;-2.0732298340583504;-2.0732298340583504";0.3084792864474559;0.3093512639730599;-0.3093512639730599;permutation
"930_10;1;10;1;1.0;0.8689624446366329;-2.2379924838872385;-2.2379924838872385";0.38465825179991703;0.38468483660835706;-0.3405188157299968;permutation
"933_13;0;13;0;1.0;0.3321311694383222;-7.460783557198257;-7.460783557198257";0.13370217082374375;0.13369170653863585;-0.10352762018417332;permutation
"934_9;0;9;0;0.999999961111599;1.0;0.7855301023730598;0.7855301023730598";0.2044201318924147;0.19735507882500625;-0.19735507882500625;permutation
"935_14;0;14;0;1.0;0.6565897779984996;-8.92424609651746;-8.92424609651746";0.1264841257648691;0.12688424004351287;-0.11992838222384376;permutation
"935_4;0;4;0;1.0;1.0;0.9546123592635649;0.9546123592635649";0.1694657398909914;0.17103285179339972;-0.1733935210558017;permutation
