Case ID;Actual;Prefix Length;Prediction;"Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
AEFE_4;1;4;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
ALFE_8;1;8;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
BHLD_10;0;10;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
BMLD_6;0;6;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
BSGE_2;1;2;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";;;;baseline_0
CQND_3;0;3;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
CWGE_8;0;8;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
CWND_3;1;3;1;"0.8978075065031587;1.0;1.0;0.7072063386359937";1.0;1.0;-1.0;baseline_0
DIGE_4;1;4;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";;;;baseline_0
DITD_10;0;10;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
DLLD_9;0;9;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
DPCE_6;0;6;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
DPPE;1;1;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";;;;baseline_0
DRYD_14;0;14;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
DYLD_10;0;10;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
EFZD_8;0;8;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
EJSD_5;1;5;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";;;;baseline_0
EJSD_9;1;9;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
FERD;1;1;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";;;;baseline_0
FHYD;1;1;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";;;;baseline_0
FRRD_9;0;9;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
FYUD_13;0;13;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
GARD_8;1;8;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
GARD_9;1;9;1;"0.8978075065031587;1.0;1.0;0.7072063386359937";1.0;1.0;-1.0;baseline_0
GBLD_3;1;3;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
GEYD_4;0;4;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
GKLD_2;0;2;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";;;;baseline_0
GWSD_6;1;6;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
GXYD_11;1;11;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
GXYD_12;1;12;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
GXYD_13;1;13;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
GXYD_14;1;14;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
GXYD_9;1;9;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_0
