Case ID;Actual;Prefix Length;Prediction;"Prediction Probability;SHAP Precision;SHAP Recall;SHAP Correlation";MAPE Correctness;RMSE Correctness;R2 Correctness;Mode
AEFE_4;1;4;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
ALFE_8;1;8;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
BHLD_10;0;10;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
BMLD_6;0;6;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
BSGE_2;1;2;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
CQND_3;0;3;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
CWGE_8;0;8;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
CWND_3;1;3;1;"0.8978075065031587;1.0;1.0;0.7072063386359937";1.0;1.0;-1.0;baseline_mean
DIGE_4;1;4;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
DITD_10;0;10;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
DLLD_9;0;9;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
DPCE_6;0;6;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
DPPE;1;1;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
DRYD_14;0;14;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
DYLD_10;0;10;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
EFZD_8;0;8;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
EJSD_5;1;5;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
EJSD_9;1;9;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
FERD;1;1;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
FHYD;1;1;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
FRRD_9;0;9;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
FYUD_13;0;13;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
GARD_8;1;8;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
GARD_9;1;9;1;"0.8978075065031587;1.0;1.0;0.7072063386359937";1.0;1.0;-1.0;baseline_mean
GBLD_3;1;3;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
GEYD_4;0;4;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
GKLD_2;0;2;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
GWSD_6;1;6;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
GXYD_11;1;11;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
GXYD_12;1;12;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
GXYD_13;1;13;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
GXYD_14;1;14;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
GXYD_9;1;9;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
HTME_8;0;8;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
HXTD_2;1;2;1;"0.8978075065031587;1.0;1.0;0.7072063386359937";1.0;1.0;-1.0;baseline_mean
HZLE_5;0;5;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
IDGE_3;0;3;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
IFDE_2;0;2;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
IFLD_9;0;9;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
IOEE_10;1;10;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
IOEE_12;1;12;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
IOEE_13;1;13;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
IOEE_14;1;14;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
IPGE_11;0;11;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
IPGE_12;0;12;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
IQEE_8;1;8;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
IQMD_3;0;3;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
JEZD_5;1;5;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
JGXD_2;1;2;0;"0.9279284160661346;1.0;0.5;0.9994367783722894";0.7064099351014936;0.7064099351014936;-0.7064099351014936;baseline_mean
JISD_11;1;11;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
JISD_12;1;12;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
JISD_13;1;13;1;"0.8978075065031587;1.0;1.0;0.7072063386359937";1.0;1.0;-1.0;baseline_mean
JKIE_7;0;7;0;"0.9874450312606405;1.0;0.5;0.9994367783722894";;;;baseline_mean
